TaskNo.	Using Tdma	SendTime	ReceiveTime	SourceIP	OffLoadingIP	Length	Rtt	isLoad	exceed
2128	1	2129005	2129010	10.1.2.2	10.1.1.1	6	5	0	0
2129	1	2130008	2130013	10.1.2.2	10.1.1.1	6	5	0	0
2130	1	2131006	2131011	10.1.2.2	10.1.1.1	6	5	0	0
2131	1	2132005	2132010	10.1.2.2	10.1.1.1	6	5	0	0
2132	1	2133008	2133013	10.1.2.2	10.1.1.1	6	5	0	0
2133	1	2134006	2134011	10.1.2.2	10.1.1.1	6	5	0	0
2134	1	2135005	2135010	10.1.2.2	10.1.1.1	6	5	0	0
2135	1	2136008	2136018	10.1.2.2	10.1.5.1	6	10	0	0
2136	1	2137006	2137011	10.1.2.2	10.1.1.1	6	5	0	0
2137	1	2138005	2138010	10.1.2.2	10.1.1.1	6	5	0	0
2138	1	2139008	2139013	10.1.2.2	10.1.1.1	6	5	0	0
2139	1	2140006	2140011	10.1.2.2	10.1.1.1	6	5	0	0
2140	1	2141005	2141010	10.1.2.2	10.1.1.1	6	5	0	0
2141	1	2142008	2142018	10.1.2.2	10.1.5.1	6	10	0	0
2142	1	2143006	2143011	10.1.2.2	10.1.1.1	6	5	0	0
2143	1	2144005	2144010	10.1.2.2	10.1.1.1	6	5	0	0
2144	1	2145008	2145013	10.1.2.2	10.1.1.1	6	5	0	0
2145	1	2146006	2146011	10.1.2.2	10.1.1.1	6	5	0	0
2146	1	2147005	2147010	10.1.2.2	10.1.1.1	6	5	0	0
2147	1	2148008	2148013	10.1.2.2	10.1.1.1	6	5	0	0
2148	1	2149006	2149011	10.1.2.2	10.1.1.1	6	5	0	0
2149	1	2150005	2150010	10.1.2.2	10.1.1.1	6	5	0	0
